Programa;Área;Linha de Pesquisa;Usuário;Segmento;Domínio;Subdomínio;Classificação;Score;Status;Tipo Classificação;Feedback;Data de Processamento
Engenharia Mecânica – POSMEC;Metrologia e Instrumentação;Gestão da medição;;;52.Aircraft health and usage monitoring system;52.1;ACARE 3: Application of prognostic health management to improve condition-based maintenance;0.179;Em análise;Original;;
Engenharia Mecânica – POSMEC;Metrologia e Instrumentação;Gestão da medição;;Human Health, Life Support & Habitation;26.Human Health and Performance;26.7;NASA 1: System Transformative Health and Performance Concepts;0.256;Em análise;Original;;
Engenharia Mecânica – POSMEC;Metrologia e Instrumentação;Gestão da medição;;Human Health, Life Support & Habitation;26.Human Health and Performance;26.1;NASA 2: Medical Diagnosis and Prognosis;0.193;Em análise;Original;;
Engenharia Mecânica – POSMEC;Metrologia e Instrumentação;Gestão da medição;;Communications, Navigation & Debris Tracking;17.Optical Communications;17.6;NASA 3: Optimetrics;0.165;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Desenvolvimento de Metodologias de Projeto de Produtos Industriais;;Integrated Design & Validation (IDV);104.EcoDesign and Engineering for Sustainability;104.1;"ACARE 1: Sustainable Industrialization; Sustainability of Materials";0.391;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Desenvolvimento de Metodologias de Projeto de Produtos Industriais;;Integrated Design & Validation (IDV);96.Business modelling;96.2;ACARE 2: Use of business modelling methods and tools (e.g. yield/revenue management);0.358;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Desenvolvimento de Metodologias de Projeto de Produtos Industriais;;Propulsion (PRO);36.Computational Methods;36.5;ACARE 3: Development and production of software;0.343;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Desenvolvimento de Metodologias de Projeto de Produtos Industriais;;Materials, Structures, Mechanical Systems & Manufacturing;53.Manufacturing;53.1;NASA 1: Manufacturing Processes;0.452;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Desenvolvimento de Metodologias de Projeto de Produtos Industriais;;Exploration Destination Systems;30.In-Situ Resource Utilization;30.4;NASA 2: Resource Processing for Production of Manufacturing, Construction, and Energy Storage Feedstock Materials;0.393;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Desenvolvimento de Metodologias de Projeto de Produtos Industriais;;Materials, Structures, Mechanical Systems & Manufacturing;53.Manufacturing;53.4;NASA 3: Sustainable Manufacturing;0.38;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Desenvolvimento de sistemas computacionais de apoio ao projeto;;Integrated Design & Validation (IDV);101.Methodology;101.1;ACARE 1: Validation methods, methodologies, procedures, metrics, tools. Includes studies of validation issues for new technologies and systems.;0.397;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Desenvolvimento de sistemas computacionais de apoio ao projeto;;Integrated Design & Validation (IDV);72.On-board systems engineering;72.1;ACARE 2: Integration system technologies;0.39;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Desenvolvimento de sistemas computacionais de apoio ao projeto;;;103.Large scale validation Platforms;103.4;ACARE 3: Integrated platforms for system development, safety analysis and certification;0.382;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Desenvolvimento de sistemas computacionais de apoio ao projeto;;Software, Modeling, Simulation & Information Processing;44.Software Development, Engineering and Integrity;44.5;NASA 1: Architecture and Design of Software Systems;0.411;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Desenvolvimento de sistemas computacionais de apoio ao projeto;;Propulsion Systems;2.Electric Space Propulsion;2.1;NASA 2: Integrated Systems and Ancillary Technologies;0.393;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Desenvolvimento de sistemas computacionais de apoio ao projeto;;Software, Modeling, Simulation & Information Processing;45.Modeling;45.2;NASA 3: Integrated Hardware and Software Modeling;0.393;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Desenvolvimento de protótipos de máquinas e equipamentos;;Propulsion (PRO);37.Emissions pollution;37.5;ACARE 1: species transport and dispersion;0.233;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Desenvolvimento de protótipos de máquinas e equipamentos;;Integrated Design & Validation (IDV);104.EcoDesign and Engineering for Sustainability;104.12;ACARE 2: Life Cycle Assessment and Environmental Impacts;0.231;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Desenvolvimento de protótipos de máquinas e equipamentos;;Integrated Design & Validation (IDV);99.General Purpose Equipment;99.5;ACARE 3: Laboratory equipment, calibration equipment;0.224;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Desenvolvimento de protótipos de máquinas e equipamentos;;Human Health, Life Support & Habitation;26.Human Health and Performance;26.5;NASA 1: Food Production, Processing and Preservation;0.264;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Desenvolvimento de protótipos de máquinas e equipamentos;;Exploration Destination Systems;30.In-Situ Resource Utilization;30.2;NASA 2: Resource Acquisition, Isolation, and Preparation;0.206;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Desenvolvimento de protótipos de máquinas e equipamentos;;Exploration Destination Systems;30.In-Situ Resource Utilization;30.3;NASA 3: Resource Processing for Production of Mission Consumables;0.168;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Confiabilidade funcional e mantenabilidade de sistemas mecânicos;;Integrated Design & Validation (IDV);101.Methodology;101.5;ACARE 1: integration and validation of technologies;0.447;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Confiabilidade funcional e mantenabilidade de sistemas mecânicos;;Aircraft Avionics, Systems & Equipment (AVS);56.Electrical Power Generation, Distribution & Actuation;56.4;ACARE 2: Integration and validation of technologies;0.441;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Confiabilidade funcional e mantenabilidade de sistemas mecânicos;;Human Factors (HFA);109.Human Factors Integration, Man-machine Interface;109.4;ACARE 3: Development of methods, tools and processes to support the integration of people with complex systems;0.44;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Confiabilidade funcional e mantenabilidade de sistemas mecânicos;;Propulsion Systems;3.Aero Propulsion;3.1;NASA 1: Integrated Systems and Ancillary Technologies;0.422;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Confiabilidade funcional e mantenabilidade de sistemas mecânicos;;Propulsion Systems;1.Chemical Propulsion;1.1;NASA 2: Integrated Systems and Ancillary Technologies;0.417;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Confiabilidade funcional e mantenabilidade de sistemas mecânicos;;Propulsion Systems;2.Electric Space Propulsion;2.1;NASA 3: Integrated Systems and Ancillary Technologies;0.403;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Sistemas especialistas aplicados ao projeto;;Human Factors (HFA);109.Human Factors Integration, Man-machine Interface;109.4;ACARE 1: Development of methods, tools and processes to support the integration of people with complex systems;0.288;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Sistemas especialistas aplicados ao projeto;;Integrated Design & Validation (IDV);92.Development of operational research methods & tools;92.2;ACARE 2: Development of OR methods;0.288;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Sistemas especialistas aplicados ao projeto;;;68.Optimisation of Aircraft Performance;68.3;ACARE 3: Mathematical Definition of performance objectives.;0.285;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Sistemas especialistas aplicados ao projeto;;Propulsion Systems;1.Chemical Propulsion;1.1;NASA 1: Integrated Systems and Ancillary Technologies;0.274;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Sistemas especialistas aplicados ao projeto;;Software, Modeling, Simulation & Information Processing;48.Mission Architecture, System Analysis, and Concept Development;48.1;NASA 2: Tools and Methodologies for Defining Mission Architectures or Mission Design;0.259;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Sistemas especialistas aplicados ao projeto;;Propulsion Systems;2.Electric Space Propulsion;2.1;NASA 3: Integrated Systems and Ancillary Technologies;0.259;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Projeto de sistemas hidráulicos e pneumáticos;;Aerostructures (AST);21.Noise Reduction;21.2;ACARE 1: Techniques in relation with actuators and sensors such as piezoelectric or piezoceramic materials, electrostrictive ceramics... and their mechanical modellisation.;0.384;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Projeto de sistemas hidráulicos e pneumáticos;;Aircraft Avionics, Systems & Equipment (AVS);64.Hydraulic systems;64.3;ACARE 2: Flight control actuation - Servo hydraulic actuators (SHA), Electro-hydrostatic actuators (EHA), and non-conventional systems;0.33;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Projeto de sistemas hidráulicos e pneumáticos;;Aircraft Avionics, Systems & Equipment (AVS);57.Pneumatic systems;57.1;ACARE 3: Components. LP air cylinders, pressure gauges and warning lights, pipework, valves and fittings, filters, seals;0.328;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Projeto de sistemas hidráulicos e pneumáticos;;;8.Power Generation and Energy Conversion;8.5;NASA 1: Electrical Machines;0.296;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Projeto de sistemas hidráulicos e pneumáticos;;Materials, Structures, Mechanical Systems & Manufacturing;52.Mechanical Systems;52.2;NASA 2: Electro-Mechanical, Mechanical, and Micromechanisms;0.288;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Projeto de sistemas hidráulicos e pneumáticos;;Entry, Descent & Landing;37.Descent;37.1;NASA 3: Aerodynamic Decelerators;0.283;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Sistemas de CAE/CAD;;Integrated Design & Validation (IDV);76.System Certification;76.1;ACARE 1: Certification of new technologies and operations;0.315;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Sistemas de CAE/CAD;;Aircraft Avionics, Systems & Equipment (AVS);62.Landing gear and braking systems;62.4;ACARE 2: Braking system - materials (carbon, steel), anti-skid systems (integrated brake monitoring, anti-skid valves, brake management systems), automatic braking systems, temperature sensors and monitoring systems, accumulators, pressure transducers;0.314;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Sistemas de CAE/CAD;;Integrated Design & Validation (IDV);72.On-board systems engineering;72.1;ACARE 3: Integration system technologies;0.311;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Sistemas de CAE/CAD;;Materials, Structures, Mechanical Systems & Manufacturing;51.Structures;51.2;NASA 1: Design and Certification Methods;0.339;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Sistemas de CAE/CAD;;Software, Modeling, Simulation & Information Processing;44.Software Development, Engineering and Integrity;44.7;NASA 2: Frameworks, Languages, Tools, and Standards;0.326;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Sistemas de CAE/CAD;;Software, Modeling, Simulation & Information Processing;49.Ground Computing;49.2;NASA 3: Automated Exascale Software Development Toolset;0.323;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Automação industrial;;Aircraft Avionics, Systems & Equipment (AVS);53.Smart maintenance systems;53.1;ACARE 1: Autonomous logistics. anticipatory maintenance and repair;0.469;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Automação industrial;;Aircraft Avionics, Systems & Equipment (AVS);40.Avionics;40.3;ACARE 2: ACAS Automation and Use:;0.419;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Automação industrial;;;118.From Industry 4.0 to Industry 5.0;118.1;ACARE 3: Factory of the Future;0.407;Em análise;Original;;
Engenharia Mecânica – POSMEC;Projeto de Sistemas Mecânicos;Automação industrial;;Materials, Structures, Mechanical Systems & Manufacturing;53.Manufacturing;53.2;NASA 1: Intelligent Integrated Manufacturing;0.439;Em análise;Original;;
